Cpu,Dataset,User,Cores,Threads,Min,Avg,StDev
AMDEPYC7R1348-CoreProcessor,1B_10K,jerrinot,96,192,1.410,1.433,0.008
AMDEPYC7R1348-CoreProcessor,1B_10K,kpocza,12,12,2.521,3.235,0.184
AMDEPYC7R1348-CoreProcessor,1B_10K,kpocza,12,24,2.289,2.520,0.068
AMDEPYC7R1348-CoreProcessor,1B_10K,kpocza,24,24,1.594,1.599,0.005
AMDEPYC7R1348-CoreProcessor,1B_10K,kpocza,24,48,1.469,1.481,0.015
AMDEPYC7R1348-CoreProcessor,1B_10K,kpocza,48,48,1.183,1.196,0.008
AMDEPYC7R1348-CoreProcessor,1B_10K,kpocza,48,96,1.184,1.201,0.015
AMDEPYC7R1348-CoreProcessor,1B_10K,kpocza,96,96,1.029,1.345,0.035
AMDEPYC7R1348-CoreProcessor,1B_10K,kpocza,96,192,1.846,1.855,0.005
AMDEPYC7R1348-CoreProcessor,1B_10K,lehuyduc,12,12,1.312,1.409,0.031
AMDEPYC7R1348-CoreProcessor,1B_10K,lehuyduc,12,24,1.005,1.046,0.009
AMDEPYC7R1348-CoreProcessor,1B_10K,lehuyduc,24,24,0.750,0.789,0.019
AMDEPYC7R1348-CoreProcessor,1B_10K,lehuyduc,24,48,0.617,0.664,0.042
AMDEPYC7R1348-CoreProcessor,1B_10K,lehuyduc,48,48,0.442,0.460,0.011
AMDEPYC7R1348-CoreProcessor,1B_10K,lehuyduc,48,96,0.488,0.515,0.015
AMDEPYC7R1348-CoreProcessor,1B_10K,lehuyduc,96,96,0.408,0.418,0.003
AMDEPYC7R1348-CoreProcessor,1B_10K,lehuyduc,96,192,0.525,0.539,0.004
AMDEPYC7R1348-CoreProcessor,1B_10K,mtopolnik,12,12,1.653,1.808,0.117
AMDEPYC7R1348-CoreProcessor,1B_10K,mtopolnik,12,24,1.369,1.398,0.024
AMDEPYC7R1348-CoreProcessor,1B_10K,mtopolnik,24,24,1.008,1.082,0.043
AMDEPYC7R1348-CoreProcessor,1B_10K,mtopolnik,24,48,1.168,1.189,0.022
AMDEPYC7R1348-CoreProcessor,1B_10K,mtopolnik,48,48,0.915,0.964,0.026
AMDEPYC7R1348-CoreProcessor,1B_10K,mtopolnik,48,96,2.185,2.269,0.029
AMDEPYC7R1348-CoreProcessor,1B_10K,mtopolnik,96,96,2.160,2.205,0.016
AMDEPYC7R1348-CoreProcessor,1B_10K,mtopolnik,96,192,7.296,7.438,0.095
AMDEPYC7R1348-CoreProcessor,1B_10K,mtopolnik-rs,12,12,2.583,2.590,0.006
AMDEPYC7R1348-CoreProcessor,1B_10K,mtopolnik-rs,12,24,2.239,2.273,0.066
AMDEPYC7R1348-CoreProcessor,1B_10K,mtopolnik-rs,24,24,1.630,1.641,0.009
AMDEPYC7R1348-CoreProcessor,1B_10K,mtopolnik-rs,24,48,1.492,1.498,0.007
AMDEPYC7R1348-CoreProcessor,1B_10K,mtopolnik-rs,48,48,1.227,1.248,0.023
AMDEPYC7R1348-CoreProcessor,1B_10K,mtopolnik-rs,48,96,1.235,1.278,0.022
AMDEPYC7R1348-CoreProcessor,1B_10K,mtopolnik-rs,96,96,1.176,1.183,0.006
AMDEPYC7R1348-CoreProcessor,1B_10K,mtopolnik-rs,96,192,1.436,1.470,0.023
AMDEPYC7R1348-CoreProcessor,1B_10K,nietras,12,12,2.787,3.646,0.053
AMDEPYC7R1348-CoreProcessor,1B_10K,nietras,12,24,2.059,2.464,0.052
AMDEPYC7R1348-CoreProcessor,1B_10K,nietras,24,24,1.697,1.700,0.002
AMDEPYC7R1348-CoreProcessor,1B_10K,nietras,24,48,1.369,1.376,0.007
AMDEPYC7R1348-CoreProcessor,1B_10K,nietras,48,48,1.195,1.206,0.004
AMDEPYC7R1348-CoreProcessor,1B_10K,nietras,48,96,1.098,1.103,0.003
AMDEPYC7R1348-CoreProcessor,1B_10K,nietras,96,96,0.988,1.012,0.012
AMDEPYC7R1348-CoreProcessor,1B_10K,nietras,96,192,1.140,1.147,0.006
AMDEPYC7R1348-CoreProcessor,1B_10K,NimaAra,12,12,3.449,3.671,0.380
AMDEPYC7R1348-CoreProcessor,1B_10K,NimaAra,12,24,2.846,2.866,0.033
AMDEPYC7R1348-CoreProcessor,1B_10K,NimaAra,24,24,2.075,2.091,0.021
AMDEPYC7R1348-CoreProcessor,1B_10K,NimaAra,24,48,1.811,1.815,0.004
AMDEPYC7R1348-CoreProcessor,1B_10K,NimaAra,48,48,1.459,1.468,0.010
AMDEPYC7R1348-CoreProcessor,1B_10K,NimaAra,48,96,1.403,1.414,0.009
AMDEPYC7R1348-CoreProcessor,1B_10K,NimaAra,96,96,1.190,1.194,0.005
AMDEPYC7R1348-CoreProcessor,1B_10K,NimaAra,96,192,1.301,1.320,0.022
AMDEPYC7R1348-CoreProcessor,1B_10K,noahfalk,12,12,1.636,1.653,0.019
AMDEPYC7R1348-CoreProcessor,1B_10K,noahfalk,12,24,1.294,1.309,0.006
AMDEPYC7R1348-CoreProcessor,1B_10K,noahfalk,24,24,0.937,0.949,0.007
AMDEPYC7R1348-CoreProcessor,1B_10K,noahfalk,24,48,0.891,0.907,0.008
AMDEPYC7R1348-CoreProcessor,1B_10K,noahfalk,48,48,0.771,0.796,0.006
AMDEPYC7R1348-CoreProcessor,1B_10K,noahfalk,48,96,1.120,1.133,0.011
AMDEPYC7R1348-CoreProcessor,1B_10K,noahfalk,96,96,1.071,1.128,0.040
AMDEPYC7R1348-CoreProcessor,1B_10K,noahfalk,96,192,2.122,2.213,0.046
AMDEPYC7R1348-CoreProcessor,1B_10K,pedrosakuma,12,12,4.371,4.430,0.060
AMDEPYC7R1348-CoreProcessor,1B_10K,pedrosakuma,12,24,3.705,3.814,0.101
AMDEPYC7R1348-CoreProcessor,1B_10K,pedrosakuma,24,24,2.911,2.920,0.009
AMDEPYC7R1348-CoreProcessor,1B_10K,pedrosakuma,24,48,2.929,2.946,0.009
AMDEPYC7R1348-CoreProcessor,1B_10K,pedrosakuma,48,48,2.675,2.691,0.006
AMDEPYC7R1348-CoreProcessor,1B_10K,pedrosakuma,48,96,1.370,1.379,0.010
AMDEPYC7R1348-CoreProcessor,1B_10K,pedrosakuma,96,96,1.376,1.407,0.009
AMDEPYC7R1348-CoreProcessor,1B_10K,pedrosakuma,96,192,2.098,2.122,0.011
AMDEPYC7R1348-CoreProcessor,1B_10K,royvanrijn,12,12,1.354,1.942,0.785
AMDEPYC7R1348-CoreProcessor,1B_10K,royvanrijn,12,24,0.948,1.621,1.058
AMDEPYC7R1348-CoreProcessor,1B_10K,stephenvonworley,12,12,1.493,1.582,0.087
AMDEPYC7R1348-CoreProcessor,1B_10K,stephenvonworley,12,24,1.284,1.296,0.014
AMDEPYC7R1348-CoreProcessor,1B_10K,stephenvonworley,24,24,0.841,0.844,0.002
AMDEPYC7R1348-CoreProcessor,1B_10K,stephenvonworley,24,48,0.822,0.824,0.002
AMDEPYC7R1348-CoreProcessor,1B_10K,stephenvonworley,48,48,0.685,0.687,0.001
AMDEPYC7R1348-CoreProcessor,1B_10K,stephenvonworley,48,96,0.868,0.873,0.002
AMDEPYC7R1348-CoreProcessor,1B_10K,stephenvonworley,96,96,0.766,0.774,0.004
AMDEPYC7R1348-CoreProcessor,1B_10K,stephenvonworley,96,192,1.244,1.250,0.002
AMDEPYC7R1348-CoreProcessor,1B_10K,thomaswue,12,12,2.275,2.353,0.062
AMDEPYC7R1348-CoreProcessor,1B_10K,thomaswue,12,24,2.013,2.037,0.013
AMDEPYC7R1348-CoreProcessor,1B_10K,thomaswue,24,24,1.219,1.228,0.004
AMDEPYC7R1348-CoreProcessor,1B_10K,thomaswue,24,48,1.180,1.186,0.003
AMDEPYC7R1348-CoreProcessor,1B_10K,thomaswue,48,48,0.761,0.764,0.002
AMDEPYC7R1348-CoreProcessor,1B_10K,thomaswue,48,96,0.900,0.905,0.003
AMDEPYC7R1348-CoreProcessor,1B_10K,thomaswue,96,96,0.681,0.697,0.003
AMDEPYC7R1348-CoreProcessor,1B_10K,thomaswue,96,192,1.044,1.071,0.016
AMDEPYC7R1348-CoreProcessor,1B_10K,xoofx,12,12,2.297,2.335,0.040
AMDEPYC7R1348-CoreProcessor,1B_10K,xoofx,12,24,1.748,1.772,0.026
AMDEPYC7R1348-CoreProcessor,1B_10K,xoofx,24,24,1.206,1.212,0.006
AMDEPYC7R1348-CoreProcessor,1B_10K,xoofx,24,48,0.969,0.971,0.002
AMDEPYC7R1348-CoreProcessor,1B_10K,xoofx,48,48,0.708,0.714,0.005
AMDEPYC7R1348-CoreProcessor,1B_10K,xoofx,48,96,0.684,0.728,0.026
AMDEPYC7R1348-CoreProcessor,1B_10K,xoofx,96,96,0.545,0.597,0.032
AMDEPYC7R1348-CoreProcessor,1B_10K,xoofx,96,192,0.639,0.700,0.016
AMDEPYC9374F32-CoreProcessor,1B,abeobk,4,4,2.261,2.278,0.013
AMDEPYC9374F32-CoreProcessor,1B,abeobk,4,8,1.541,1.546,0.004
AMDEPYC9374F32-CoreProcessor,1B,abeobk,8,8,1.131,1.139,0.003
AMDEPYC9374F32-CoreProcessor,1B,abeobk,8,16,0.774,0.777,0.003
AMDEPYC9374F32-CoreProcessor,1B,abeobk,16,16,0.573,0.575,0.001
AMDEPYC9374F32-CoreProcessor,1B,abeobk,16,32,0.392,0.395,0.001
AMDEPYC9374F32-CoreProcessor,1B,abeobk,32,32,0.292,0.297,0.002
AMDEPYC9374F32-CoreProcessor,1B,abeobk,32,64,0.290,0.296,0.002
AMDEPYC9374F32-CoreProcessor,1B,abeobk,64,64,0.294,0.295,0.000
AMDEPYC9374F32-CoreProcessor,1B,abeobk,64,128,0.294,0.295,0.000
AMDEPYC9374F32-CoreProcessor,1B,artsiomkorzun,4,4,1.902,1.912,0.009
AMDEPYC9374F32-CoreProcessor,1B,artsiomkorzun,4,8,1.388,1.392,0.004
AMDEPYC9374F32-CoreProcessor,1B,artsiomkorzun,8,8,0.960,0.964,0.005
AMDEPYC9374F32-CoreProcessor,1B,artsiomkorzun,8,16,0.700,0.702,0.001
AMDEPYC9374F32-CoreProcessor,1B,artsiomkorzun,16,16,0.490,0.493,0.002
AMDEPYC9374F32-CoreProcessor,1B,artsiomkorzun,16,32,0.362,0.363,0.001
AMDEPYC9374F32-CoreProcessor,1B,artsiomkorzun,32,32,0.258,0.260,0.002
AMDEPYC9374F32-CoreProcessor,1B,artsiomkorzun,32,64,0.193,0.193,0.000
AMDEPYC9374F32-CoreProcessor,1B,artsiomkorzun,64,64,0.148,0.152,0.002
AMDEPYC9374F32-CoreProcessor,1B,artsiomkorzun,64,128,0.319,0.325,0.003
AMDEPYC9374F32-CoreProcessor,1B,austindonisan,4,4,0.913,0.943,0.036
AMDEPYC9374F32-CoreProcessor,1B,austindonisan,4,8,0.463,0.476,0.017
AMDEPYC9374F32-CoreProcessor,1B,austindonisan,8,8,0.456,0.468,0.008
AMDEPYC9374F32-CoreProcessor,1B,austindonisan,8,16,0.234,0.244,0.013
AMDEPYC9374F32-CoreProcessor,1B,austindonisan,16,16,0.231,0.239,0.004
AMDEPYC9374F32-CoreProcessor,1B,austindonisan,16,32,0.123,0.125,0.001
AMDEPYC9374F32-CoreProcessor,1B,austindonisan,32,32,0.120,0.127,0.004
AMDEPYC9374F32-CoreProcessor,1B,austindonisan,32,64,0.075,0.081,0.009
AMDEPYC9374F32-CoreProcessor,1B,austindonisan,64,64,0.074,0.081,0.004
AMDEPYC9374F32-CoreProcessor,1B,austindonisan,64,128,0.066,0.070,0.003
AMDEPYC9374F32-CoreProcessor,1B,buybackoff,4,4,2.174,2.207,0.011
AMDEPYC9374F32-CoreProcessor,1B,buybackoff,4,8,1.626,1.637,0.005
AMDEPYC9374F32-CoreProcessor,1B,buybackoff,8,8,1.098,1.111,0.009
AMDEPYC9374F32-CoreProcessor,1B,buybackoff,8,16,0.824,0.828,0.002
AMDEPYC9374F32-CoreProcessor,1B,buybackoff,16,16,0.562,0.567,0.003
AMDEPYC9374F32-CoreProcessor,1B,buybackoff,16,32,0.428,0.431,0.002
AMDEPYC9374F32-CoreProcessor,1B,buybackoff,32,32,0.300,0.304,0.002
AMDEPYC9374F32-CoreProcessor,1B,buybackoff,32,64,0.241,0.243,0.001
AMDEPYC9374F32-CoreProcessor,1B,buybackoff,64,64,0.190,0.198,0.004
AMDEPYC9374F32-CoreProcessor,1B,buybackoff,64,128,0.214,0.221,0.003
AMDEPYC9374F32-CoreProcessor,1B,CameronAavik,4,4,2.640,2.674,0.023
AMDEPYC9374F32-CoreProcessor,1B,CameronAavik,4,8,1.861,1.883,0.015
AMDEPYC9374F32-CoreProcessor,1B,CameronAavik,8,8,1.370,1.412,0.015
AMDEPYC9374F32-CoreProcessor,1B,CameronAavik,8,16,1.015,1.026,0.009
AMDEPYC9374F32-CoreProcessor,1B,CameronAavik,16,16,0.777,0.788,0.009
AMDEPYC9374F32-CoreProcessor,1B,CameronAavik,16,32,0.589,0.598,0.007
AMDEPYC9374F32-CoreProcessor,1B,CameronAavik,32,32,0.475,0.485,0.008
AMDEPYC9374F32-CoreProcessor,1B,CameronAavik,32,64,0.474,0.522,0.028
AMDEPYC9374F32-CoreProcessor,1B,CameronAavik,64,64,0.481,0.483,0.001
AMDEPYC9374F32-CoreProcessor,1B,CameronAavik,64,128,0.482,0.483,0.001
AMDEPYC9374F32-CoreProcessor,1B,dzaima,4,4,2.470,2.506,0.013
AMDEPYC9374F32-CoreProcessor,1B,dzaima,4,8,1.559,1.594,0.031
AMDEPYC9374F32-CoreProcessor,1B,dzaima,8,8,1.241,1.269,0.017
AMDEPYC9374F32-CoreProcessor,1B,jerrinot,4,4,1.861,1.878,0.012
AMDEPYC9374F32-CoreProcessor,1B,jerrinot,4,8,1.412,1.419,0.006
AMDEPYC9374F32-CoreProcessor,1B,jerrinot,8,8,0.939,0.943,0.003
AMDEPYC9374F32-CoreProcessor,1B,jerrinot,8,16,0.712,0.714,0.002
AMDEPYC9374F32-CoreProcessor,1B,jerrinot,16,16,0.478,0.481,0.002
AMDEPYC9374F32-CoreProcessor,1B,jerrinot,16,32,0.362,0.363,0.001
AMDEPYC9374F32-CoreProcessor,1B,jerrinot,32,32,0.246,0.251,0.003
AMDEPYC9374F32-CoreProcessor,1B,jerrinot,32,64,0.246,0.253,0.004
AMDEPYC9374F32-CoreProcessor,1B,jerrinot,64,64,0.248,0.249,0.000
AMDEPYC9374F32-CoreProcessor,1B,jerrinot,64,128,0.248,0.250,0.001
AMDEPYC9374F32-CoreProcessor,1B,kpocza,4,4,3.263,3.340,0.029
AMDEPYC9374F32-CoreProcessor,1B,kpocza,4,8,2.475,2.518,0.032
AMDEPYC9374F32-CoreProcessor,1B,kpocza,8,8,1.707,1.754,0.026
AMDEPYC9374F32-CoreProcessor,1B,kpocza,8,16,1.321,1.343,0.014
AMDEPYC9374F32-CoreProcessor,1B,kpocza,16,16,0.940,0.957,0.017
AMDEPYC9374F32-CoreProcessor,1B,kpocza,16,32,0.740,0.750,0.010
AMDEPYC9374F32-CoreProcessor,1B,kpocza,32,32,0.552,0.569,0.009
AMDEPYC9374F32-CoreProcessor,1B,kpocza,32,64,0.460,0.465,0.005
AMDEPYC9374F32-CoreProcessor,1B,kpocza,64,64,0.381,0.395,0.013
AMDEPYC9374F32-CoreProcessor,1B,kpocza,64,128,0.359,0.370,0.006
AMDEPYC9374F32-CoreProcessor,1B,lehuyduc,4,4,2.114,2.174,0.045
AMDEPYC9374F32-CoreProcessor,1B,lehuyduc,4,8,1.430,1.450,0.020
AMDEPYC9374F32-CoreProcessor,1B,lehuyduc,8,8,1.087,1.121,0.015
AMDEPYC9374F32-CoreProcessor,1B,lehuyduc,8,16,0.747,0.771,0.020
AMDEPYC9374F32-CoreProcessor,1B,lehuyduc,16,16,0.567,0.595,0.018
AMDEPYC9374F32-CoreProcessor,1B,lehuyduc,16,32,0.410,0.423,0.010
AMDEPYC9374F32-CoreProcessor,1B,lehuyduc,32,32,0.305,0.342,0.020
AMDEPYC9374F32-CoreProcessor,1B,lehuyduc,32,64,0.242,0.248,0.003
AMDEPYC9374F32-CoreProcessor,1B,lehuyduc,64,64,0.189,0.211,0.012
AMDEPYC9374F32-CoreProcessor,1B,lehuyduc,64,128,0.154,0.159,0.003
AMDEPYC9374F32-CoreProcessor,1B,mtopolnik,4,4,2.643,2.694,0.029
AMDEPYC9374F32-CoreProcessor,1B,mtopolnik,4,8,1.813,1.834,0.013
AMDEPYC9374F32-CoreProcessor,1B,mtopolnik,8,8,1.359,1.377,0.012
AMDEPYC9374F32-CoreProcessor,1B,mtopolnik,8,16,0.941,0.962,0.010
AMDEPYC9374F32-CoreProcessor,1B,mtopolnik,16,16,0.705,0.730,0.009
AMDEPYC9374F32-CoreProcessor,1B,mtopolnik,16,32,0.520,0.535,0.007
AMDEPYC9374F32-CoreProcessor,1B,mtopolnik,32,32,0.385,0.422,0.008
AMDEPYC9374F32-CoreProcessor,1B,mtopolnik,32,64,0.348,0.358,0.004
AMDEPYC9374F32-CoreProcessor,1B,mtopolnik,64,64,0.290,0.320,0.013
AMDEPYC9374F32-CoreProcessor,1B,mtopolnik,64,128,0.390,0.415,0.008
AMDEPYC9374F32-CoreProcessor,1B,mtopolnik-rs,4,4,3.484,3.540,0.032
AMDEPYC9374F32-CoreProcessor,1B,mtopolnik-rs,4,8,2.487,2.517,0.019
AMDEPYC9374F32-CoreProcessor,1B,mtopolnik-rs,8,8,1.817,1.856,0.025
AMDEPYC9374F32-CoreProcessor,1B,mtopolnik-rs,8,16,1.321,1.339,0.017
AMDEPYC9374F32-CoreProcessor,1B,mtopolnik-rs,16,16,0.996,1.047,0.026
AMDEPYC9374F32-CoreProcessor,1B,mtopolnik-rs,16,32,0.749,0.790,0.023
AMDEPYC9374F32-CoreProcessor,1B,mtopolnik-rs,32,32,0.621,0.688,0.037
AMDEPYC9374F32-CoreProcessor,1B,mtopolnik-rs,32,64,0.520,0.545,0.006
AMDEPYC9374F32-CoreProcessor,1B,mtopolnik-rs,64,64,0.482,0.497,0.005
AMDEPYC9374F32-CoreProcessor,1B,mtopolnik-rs,64,128,0.404,0.420,0.004
AMDEPYC9374F32-CoreProcessor,1B,nietras,4,4,2.866,4.154,0.253
AMDEPYC9374F32-CoreProcessor,1B,nietras,4,8,2.198,2.252,0.056
AMDEPYC9374F32-CoreProcessor,1B,nietras,8,8,1.503,2.194,0.032
AMDEPYC9374F32-CoreProcessor,1B,nietras,8,16,1.178,1.216,0.029
AMDEPYC9374F32-CoreProcessor,1B,nietras,16,16,1.157,1.190,0.016
AMDEPYC9374F32-CoreProcessor,1B,nietras,16,32,0.669,0.703,0.009
AMDEPYC9374F32-CoreProcessor,1B,nietras,32,32,0.656,0.681,0.006
AMDEPYC9374F32-CoreProcessor,1B,nietras,32,64,0.432,0.441,0.006
AMDEPYC9374F32-CoreProcessor,1B,nietras,64,64,0.426,0.443,0.005
AMDEPYC9374F32-CoreProcessor,1B,nietras,64,128,0.371,0.381,0.004
AMDEPYC9374F32-CoreProcessor,1B,NimaAra,4,4,6.344,6.387,0.035
AMDEPYC9374F32-CoreProcessor,1B,NimaAra,4,8,4.315,4.348,0.028
AMDEPYC9374F32-CoreProcessor,1B,NimaAra,8,8,3.253,3.274,0.020
AMDEPYC9374F32-CoreProcessor,1B,NimaAra,8,16,2.222,2.233,0.007
AMDEPYC9374F32-CoreProcessor,1B,NimaAra,16,16,1.697,1.711,0.007
AMDEPYC9374F32-CoreProcessor,1B,NimaAra,16,32,1.187,1.196,0.007
AMDEPYC9374F32-CoreProcessor,1B,NimaAra,32,32,0.928,0.938,0.014
AMDEPYC9374F32-CoreProcessor,1B,NimaAra,32,64,0.677,0.683,0.004
AMDEPYC9374F32-CoreProcessor,1B,NimaAra,64,64,0.554,0.560,0.003
AMDEPYC9374F32-CoreProcessor,1B,NimaAra,64,128,0.457,0.469,0.004
AMDEPYC9374F32-CoreProcessor,1B,noahfalk,4,4,1.452,1.465,0.011
AMDEPYC9374F32-CoreProcessor,1B,noahfalk,4,8,0.996,1.002,0.005
AMDEPYC9374F32-CoreProcessor,1B,noahfalk,8,8,0.736,0.743,0.005
AMDEPYC9374F32-CoreProcessor,1B,noahfalk,8,16,0.509,0.511,0.002
AMDEPYC9374F32-CoreProcessor,1B,noahfalk,16,16,0.379,0.382,0.002
AMDEPYC9374F32-CoreProcessor,1B,noahfalk,16,32,0.270,0.272,0.002
AMDEPYC9374F32-CoreProcessor,1B,noahfalk,32,32,0.206,0.208,0.001
AMDEPYC9374F32-CoreProcessor,1B,noahfalk,32,64,0.170,0.210,0.017
AMDEPYC9374F32-CoreProcessor,1B,noahfalk,64,64,0.155,0.184,0.024
AMDEPYC9374F32-CoreProcessor,1B,noahfalk,64,128,0.196,0.214,0.008
AMDEPYC9374F32-CoreProcessor,1B,pedrosakuma,4,4,7.108,7.142,0.003
AMDEPYC9374F32-CoreProcessor,1B,pedrosakuma,4,8,4.656,4.662,0.006
AMDEPYC9374F32-CoreProcessor,1B,pedrosakuma,8,8,3.682,3.685,0.002
AMDEPYC9374F32-CoreProcessor,1B,pedrosakuma,8,16,2.521,2.531,0.005
AMDEPYC9374F32-CoreProcessor,1B,pedrosakuma,16,16,2.043,2.058,0.020
AMDEPYC9374F32-CoreProcessor,1B,pedrosakuma,16,32,1.557,1.561,0.001
AMDEPYC9374F32-CoreProcessor,1B,pedrosakuma,32,32,1.329,1.331,0.002
AMDEPYC9374F32-CoreProcessor,1B,pedrosakuma,32,64,1.263,1.267,0.002
AMDEPYC9374F32-CoreProcessor,1B,pedrosakuma,64,64,1.279,1.286,0.004
AMDEPYC9374F32-CoreProcessor,1B,pedrosakuma,64,128,1.500,1.575,0.002
AMDEPYC9374F32-CoreProcessor,1B,royvanrijn,4,4,2.505,2.525,0.016
AMDEPYC9374F32-CoreProcessor,1B,royvanrijn,4,8,1.664,1.675,0.006
AMDEPYC9374F32-CoreProcessor,1B,royvanrijn,8,8,1.262,1.276,0.006
AMDEPYC9374F32-CoreProcessor,1B,royvanrijn,8,16,0.856,0.873,0.010
AMDEPYC9374F32-CoreProcessor,1B,royvanrijn,16,16,0.651,0.675,0.008
AMDEPYC9374F32-CoreProcessor,1B,royvanrijn,16,32,0.475,0.497,0.022
AMDEPYC9374F32-CoreProcessor,1B,royvanrijn,32,32,0.363,0.382,0.014
AMDEPYC9374F32-CoreProcessor,1B,royvanrijn,32,64,0.356,0.395,0.008
AMDEPYC9374F32-CoreProcessor,1B,royvanrijn,64,64,0.328,0.330,0.001
AMDEPYC9374F32-CoreProcessor,1B,royvanrijn,64,128,0.328,0.333,0.005
AMDEPYC9374F32-CoreProcessor,1B,stephenvonworley,4,4,2.506,2.522,0.017
AMDEPYC9374F32-CoreProcessor,1B,stephenvonworley,4,8,1.704,1.709,0.005
AMDEPYC9374F32-CoreProcessor,1B,stephenvonworley,8,8,1.265,1.270,0.005
AMDEPYC9374F32-CoreProcessor,1B,stephenvonworley,8,16,0.862,0.866,0.003
AMDEPYC9374F32-CoreProcessor,1B,stephenvonworley,16,16,0.645,0.647,0.002
AMDEPYC9374F32-CoreProcessor,1B,stephenvonworley,16,32,0.448,0.449,0.001
AMDEPYC9374F32-CoreProcessor,1B,stephenvonworley,32,32,0.339,0.340,0.001
AMDEPYC9374F32-CoreProcessor,1B,stephenvonworley,32,64,0.245,0.247,0.001
AMDEPYC9374F32-CoreProcessor,1B,stephenvonworley,64,64,0.197,0.202,0.002
AMDEPYC9374F32-CoreProcessor,1B,stephenvonworley,64,128,0.177,0.180,0.001
AMDEPYC9374F32-CoreProcessor,1B,thomaswue,4,4,1.946,1.960,0.015
AMDEPYC9374F32-CoreProcessor,1B,thomaswue,4,8,1.440,1.444,0.003
AMDEPYC9374F32-CoreProcessor,1B,thomaswue,8,8,0.981,0.989,0.005
AMDEPYC9374F32-CoreProcessor,1B,thomaswue,8,16,0.727,0.729,0.002
AMDEPYC9374F32-CoreProcessor,1B,thomaswue,16,16,0.500,0.504,0.004
AMDEPYC9374F32-CoreProcessor,1B,thomaswue,16,32,0.372,0.373,0.001
AMDEPYC9374F32-CoreProcessor,1B,thomaswue,32,32,0.259,0.263,0.002
AMDEPYC9374F32-CoreProcessor,1B,thomaswue,32,64,0.200,0.201,0.001
AMDEPYC9374F32-CoreProcessor,1B,thomaswue,64,64,0.155,0.158,0.002
AMDEPYC9374F32-CoreProcessor,1B,thomaswue,64,128,0.145,0.149,0.002
AMDEPYC9374F32-CoreProcessor,1B,xoofx,4,4,3.673,3.816,0.057
AMDEPYC9374F32-CoreProcessor,1B,xoofx,4,8,2.330,2.372,0.019
AMDEPYC9374F32-CoreProcessor,1B,xoofx,8,8,1.823,1.864,0.026
AMDEPYC9374F32-CoreProcessor,1B,xoofx,8,16,1.180,1.199,0.020
AMDEPYC9374F32-CoreProcessor,1B,xoofx,16,16,0.912,0.938,0.022
AMDEPYC9374F32-CoreProcessor,1B,xoofx,16,32,0.592,0.609,0.016
AMDEPYC9374F32-CoreProcessor,1B,xoofx,32,32,0.466,0.481,0.011
AMDEPYC9374F32-CoreProcessor,1B,xoofx,32,64,0.345,0.399,0.018
AMDEPYC9374F32-CoreProcessor,1B,xoofx,64,64,0.336,0.391,0.021
AMDEPYC9374F32-CoreProcessor,1B,xoofx,64,128,0.271,0.310,0.012
AMDEPYC9374F32-CoreProcessor,1B_10K,abeobk,8,8,3.603,3.613,0.007
AMDEPYC9374F32-CoreProcessor,1B_10K,abeobk,8,16,2.334,2.348,0.005
AMDEPYC9374F32-CoreProcessor,1B_10K,abeobk,16,16,1.766,1.771,0.002
AMDEPYC9374F32-CoreProcessor,1B_10K,abeobk,16,32,1.161,1.165,0.003
AMDEPYC9374F32-CoreProcessor,1B_10K,abeobk,32,32,0.880,0.885,0.003
AMDEPYC9374F32-CoreProcessor,1B_10K,abeobk,32,64,0.890,0.899,0.003
AMDEPYC9374F32-CoreProcessor,1B_10K,abeobk,64,64,0.895,0.898,0.002
AMDEPYC9374F32-CoreProcessor,1B_10K,abeobk,64,128,0.897,0.900,0.001
AMDEPYC9374F32-CoreProcessor,1B_10K,artsiomkorzun,8,8,1.885,1.900,0.010
AMDEPYC9374F32-CoreProcessor,1B_10K,artsiomkorzun,8,16,1.294,1.298,0.004
AMDEPYC9374F32-CoreProcessor,1B_10K,artsiomkorzun,16,16,0.954,0.957,0.001
AMDEPYC9374F32-CoreProcessor,1B_10K,artsiomkorzun,16,32,0.662,0.665,0.003
AMDEPYC9374F32-CoreProcessor,1B_10K,artsiomkorzun,32,32,0.493,0.497,0.003
AMDEPYC9374F32-CoreProcessor,1B_10K,artsiomkorzun,32,64,0.347,0.350,0.000
AMDEPYC9374F32-CoreProcessor,1B_10K,artsiomkorzun,64,64,0.274,0.276,0.002
AMDEPYC9374F32-CoreProcessor,1B_10K,artsiomkorzun,64,128,0.435,0.441,0.005
AMDEPYC9374F32-CoreProcessor,1B_10K,austindonisan,8,8,1.562,1.595,0.024
AMDEPYC9374F32-CoreProcessor,1B_10K,austindonisan,8,16,0.797,0.803,0.006
AMDEPYC9374F32-CoreProcessor,1B_10K,austindonisan,16,16,0.791,0.805,0.010
AMDEPYC9374F32-CoreProcessor,1B_10K,austindonisan,16,32,0.415,0.420,0.006
AMDEPYC9374F32-CoreProcessor,1B_10K,austindonisan,32,32,0.415,0.433,0.026
AMDEPYC9374F32-CoreProcessor,1B_10K,austindonisan,32,64,0.289,0.290,0.001
AMDEPYC9374F32-CoreProcessor,1B_10K,austindonisan,64,64,0.286,0.289,0.002
AMDEPYC9374F32-CoreProcessor,1B_10K,austindonisan,64,128,0.246,0.255,0.013
AMDEPYC9374F32-CoreProcessor,1B_10K,buybackoff,8,8,2.049,2.077,0.016
